Annexure II-  Nifty 50 Index : August 2024,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Index Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7608122302,1232919.804,11.01663433,1.02484852,0.39453164,1.2142208,1.30898963,0.02
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21509441270,77856.2189,0.69567663,0.58728561,0.11757927,1.68645921,3.24248777,0.02
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399862220,70895.77154,0.63348223,0.58950171,0.09367379,1.43867386,-0.60217366,0.02
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523,102445.545,0.91539215,1.16637305,0.25581429,2.15400948,4.7416368,0.02
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,248032.252,2.21626793,0.18829176,0.0201376,0.75984784,2.67403397,0.02
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14072233536,864879.4731,7.72804595,0.98713103,0.44398078,0.93499508,1.17705161,0.03
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12484721472,463690.0463,4.14325706,0.64204219,0.20539305,0.85541703,1.32229737,0.02
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7787195050,94338.94783,0.84295644,1.23950978,0.41444943,1.16325894,-0.17859644,0.02
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20759476475,702093.383,6.27348676,0.78449214,0.219402,1.5229508,4.03853874,0.02
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966,89755.25237,0.80199928,1.39848149,0.50863468,1.89643451,1.38432534,0.03
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9939756490,261970.6317,2.34081296,0.84710978,0.25212262,0.75465861,-1.49897671,0.01
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,296163369,56519.09174,0.50502082,0.71555202,0.13415938,2.0900537,8.79969601,0.03
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749696208,432933.1374,3.86843171,1.38865994,0.47087021,1.412631,-2.89252949,0.02
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155,272110.471,2.4314165,1.15089287,0.27200073,1.75828951,-3.52156269,0.02
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870,163780.4753,1.46344442,0.77348792,0.23029843,1.62623933,-5.43466659,0.03
34,NTPC,NTPC Ltd.,POWER,96966661340,197751.8698,1.76699249,1.59081828,0.44043593,1.3381055,0.04807692,0.03
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160,89211.29266,0.79713878,0.28803841,0.03870686,0.8665211,1.80756,0.03
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030,128988.7478,1.15256634,1.79425074,0.42437026,2.73827059,-1.03231598,0.03
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190,153763.1627,1.3739357,1.28053675,0.31528904,1.74947208,-3.10166571,0.03
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67658139260,1021384.185,9.12647849,1.15908084,0.53364035,1.10439891,0.27899098,0.02
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10015194550,83390.01514,0.74512332,0.80320676,0.20858196,1.65811828,5.51136202,0.03
40,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3759116080,89141.04734,0.79651111,1.5618019,0.36589585,1.93293343,9.29586112,0.03
41,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934,312993.2802,2.79672085,1.48334798,0.49348286,1.36761257,-6.51077487,0.02
42,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970,196683.6847,1.75744783,0.46054373,0.10731333,0.73892614,5.94992294,0.02
43,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518,461324.249,4.12211771,0.60973941,0.15430515,1.36642621,3.84005838,0.02
44,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,989482309,78376.79475,0.70032818,0.48065646,0.08031402,1.18298123,0.94200765,0.02
45,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,7361221112,233155.4529,2.08333775,1.07813416,0.2627751,2.46229397,-3.91648295,0.02
46,TATASTEEL,Tata Steel Ltd.,STEEL,12483527171,125860.9183,1.12461793,1.56922603,0.50250307,1.90178282,-7.60297587,0.02
47,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4889411805,104019.7914,0.92945867,0.89803882,0.22516663,1.74388784,5.28178075,0.03
48,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160,148759.2689,1.3292239,0.70463138,0.17429854,1.24677228,3.0702959,0.02
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886973180,130513.1287,1.1661873,1.13413341,0.42169161,1.36117416,-4.92378357,0.03
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10459888156,76026.65107,0.67932871,1.09211374,0.27567228,1.85234354,3.14176245,0.02
,,,,,11191438.03,,,,,,0.02
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Sep-2023 to 30-Aug-2024,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-Aug-2024 to 30-Aug-2024,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 30-Aug-2024,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is for a portfolio of Rs. 50 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is the weightage average impact cost,,,,,,,,,,,
